id_evento,tipo_evento,descripcion,canal,estado,fecha_evento,responsable,observaciones
534,Reclamo,Wide career charge rest game worry.,Llamada,Activo,2024-09-27,Brandon Mosley,Debate coach include boy tax.
535,Mantenimiento,Look simple rich guy decide.,SMS,Finalizado,2025-01-14,Theresa Armstrong,Drop exist dark key go.
536,Reclamo,Hear face ten.,SMS,Activo,2024-08-18,Lindsay Robertson,Authority look Congress.
537,Mantenimiento,Generation program record.,Llamada,Finalizado,2025-01-23,John Clark,Human gas team.
538,Campaña,Remain fight national plant issue key.,SMS,Activo,2024-05-03,Jose Copeland,Commercial field perhaps sit.
539,Mantenimiento,Inside leg important institution.,SMS,Activo,2025-02-18,Brandy Harper,Success now explain source.
540,Mantenimiento,Official movie under police admit student.,SMS,Finalizado,2024-11-30,Karen Hernandez MD,Big live state room.
541,Reclamo,In management member hospital.,SMS,Finalizado,2024-05-23,Brian Hammond,He chance story anything.
542,Campaña,Produce build ready difficult meet increase.,Email,Activo,2024-06-10,Cynthia Montgomery,Item thing great.
543,Reclamo,Including certainly girl.,Email,Activo,2024-11-07,Virginia Smith,Always measure green staff.
544,Campaña,Sit however cost clearly its recently.,Llamada,Activo,2024-09-24,Amber Vega,After series fall everything.
545,Campaña,Energy itself number baby recent.,Llamada,Activo,2025-01-30,Erin Marquez,Page explain follow season.
546,Mantenimiento,Between gun beautiful Mrs.,Email,Activo,2024-11-15,Shelly Trevino,Summer near stuff sense.
547,Campaña,Recently describe director task store.,SMS,Activo,2024-06-27,Mrs. Jessica Gibbs,Save box clearly.
548,Campaña,Up those air his imagine.,Llamada,Finalizado,2024-04-18,Laurie Christian,My get condition write safe.
549,Mantenimiento,Similar hospital sit treatment.,SMS,Activo,2024-09-28,Betty Chang,Star would door along hold.
550,Campaña,Why bank group.,SMS,Finalizado,2025-01-09,Kathleen Johnson,Forward more too.
551,Reclamo,Stay commercial garden meet summer.,SMS,Finalizado,2025-03-13,Jordan Mays,Record city item main how.
552,Campaña,Night need eight.,Llamada,Finalizado,2025-01-10,Lawrence Mccoy,Attorney foreign of.
553,Mantenimiento,Success similar yard himself too sure.,Email,Activo,2024-05-11,Tara Acosta,Together color source into.
554,Campaña,Type easy house decade future.,Email,Activo,2024-11-02,Wendy Martinez,Onto thus ability.
555,Campaña,Feeling someone today performance only.,Llamada,Activo,2025-03-14,Jeremiah Miller,Agent throw the in.
556,Campaña,Star risk exactly.,Llamada,Activo,2025-03-27,Mary Sexton,Out news voice.
557,Mantenimiento,Policy between mention.,Email,Finalizado,2024-08-23,Rebecca Mccall,Daughter officer operation.
558,Reclamo,Describe cell would century maybe third.,Email,Finalizado,2024-09-28,Janet Williams,Court sense very agency.
559,Mantenimiento,Record threat especially produce note model.,Llamada,Finalizado,2024-10-23,Christopher Nichols,Father inside when subject.
560,Campaña,Direction take teacher.,Email,Finalizado,2025-02-22,Anna Paul,Employee most something.
561,Campaña,Again whatever watch property war.,Llamada,Finalizado,2024-08-24,Benjamin Rogers,Clear project foreign big.
562,Mantenimiento,Event race movie.,Llamada,Finalizado,2025-02-19,David Perez,This maintain per world.
563,Reclamo,Impact form painting dog provide subject.,Llamada,Finalizado,2024-10-16,Jennifer Miller,Than major street discover.
564,Campaña,Easy child draw already nation.,Email,Finalizado,2025-01-07,Stephanie Simmons,Owner hotel mind program.
565,Campaña,Hair sea order.,SMS,Activo,2025-03-19,Claudia Carey,Cost where ten family.
566,Campaña,Back with American find side good.,Llamada,Activo,2024-05-13,Jacqueline Leonard,Goal only perform road.
567,Mantenimiento,Administration Congress region middle test two.,SMS,Activo,2024-10-13,Isabel Brown,Upon key make teach.
568,Reclamo,Daughter feeling why similar.,SMS,Activo,2024-07-20,Chelsea Anderson,Picture sure keep meeting.
569,Reclamo,Issue all office do involve voice.,Llamada,Finalizado,2024-05-03,Jessica York,Leg central other offer buy.
570,Reclamo,Woman ever reflect whom.,SMS,Finalizado,2024-05-14,Chad Hughes,Sing herself my build.
571,Reclamo,Group too face easy member.,Email,Activo,2024-08-09,Heather Torres,Form guess model.
572,Mantenimiento,Much none adult event.,SMS,Activo,2024-04-22,Michelle Curry,Here prove oil gun middle.
573,Campaña,Determine structure early.,Email,Finalizado,2024-09-30,Wanda Neal,Hand major would table.
574,Reclamo,Difficult environmental defense control.,SMS,Finalizado,2025-02-19,Matthew Thomas,Medical figure act.
575,Campaña,Star suggest difference new discuss fear.,SMS,Finalizado,2024-05-24,Paul Pratt,Member reflect class mean.
576,Campaña,Matter herself job who resource.,SMS,Finalizado,2024-06-04,Kathy Mckinney,Me line tend newspaper color.
577,Reclamo,Prevent sit card believe project.,Email,Finalizado,2024-09-18,Valerie Walker,Sit full before experience.
578,Campaña,Writer whom enjoy once.,Llamada,Finalizado,2024-05-30,Mark Hansen,Instead must defense expert.
579,Campaña,Final eye raise list police.,SMS,Finalizado,2025-03-05,Jodi Michael,Respond upon thousand field.
580,Mantenimiento,Provide central reduce security factor true.,SMS,Activo,2024-05-06,Joshua Tanner,Car already travel.
581,Reclamo,Beat why radio.,Email,Activo,2024-06-04,Alexis Norman MD,Help bit tax box for.
582,Campaña,Poor speak effect adult.,Email,Finalizado,2024-08-03,Richard Villegas,Real listen tell upon couple.
583,Reclamo,According personal successful gas again camera.,SMS,Finalizado,2025-01-26,Timothy Glass,Test second I ago.
584,Reclamo,Provide song deep agree find.,SMS,Activo,2025-01-08,Peter Nielsen,Leave large firm.
585,Reclamo,His record front compare rest.,Llamada,Activo,2024-12-06,Jose Myers,Particular these fall safe.
586,Reclamo,Difficult lead then.,Email,Activo,2024-10-09,Deborah Williams,Company a north not.
587,Campaña,Clearly interest best mother similar.,SMS,Activo,2024-08-04,Mary Blair,Student lot treat land.
588,Campaña,Less together ever federal painting.,SMS,Finalizado,2024-10-06,David Shaw,Western next effort.
589,Reclamo,Avoid center front seem serve any.,SMS,Activo,2024-06-02,Kenneth Joyce,Issue drive remain together.
590,Reclamo,Majority certainly individual.,Email,Finalizado,2024-07-23,Elizabeth Harper,Economy tax nor method.
591,Reclamo,Science growth air seem.,Email,Finalizado,2024-04-29,Douglas King DDS,Entire important onto former.
592,Mantenimiento,Ground where music.,Llamada,Finalizado,2025-01-04,John Andrews,Region yeah we shake strong.
593,Mantenimiento,Phone personal only.,Llamada,Finalizado,2024-11-01,Vincent Smith,Tv heart family parent.
594,Reclamo,Charge million summer way without example.,Llamada,Activo,2025-02-01,Shannon Cooke,Explain thousand ahead.
595,Campaña,Practice appear floor.,Llamada,Activo,2024-07-08,Stacy Sweeney,Truth your she.
596,Reclamo,Red through hear fish.,SMS,Finalizado,2024-10-07,Ian Bradley,Guy day week type we manager.
597,Campaña,Good morning leave.,Email,Activo,2024-10-25,Joshua Oliver,Thousand a everybody.
598,Mantenimiento,She here question reflect scene represent.,Email,Finalizado,2025-02-11,Dustin Franco,Fact two movie.
599,Reclamo,System you wish toward.,Llamada,Activo,2024-10-10,Matthew Lopez,Popular baby those high.
600,Campaña,Whose major someone citizen you.,SMS,Finalizado,2024-09-23,Justin Aguilar,Travel likely main mind.
601,Reclamo,Discover follow wait very.,SMS,Activo,2024-10-03,Thomas Richard,Player goal act time.
602,Campaña,Begin camera fire certain expect.,Llamada,Activo,2024-07-12,Susan Andrews,Leave lay for information.
603,Campaña,Bank most animal movement charge staff.,Email,Activo,2024-11-18,Edward Caldwell,Letter position drug.
604,Mantenimiento,Go president response.,SMS,Activo,2024-09-18,Sabrina Kim,Evidence peace human.
605,Mantenimiento,Glass miss city mean class job.,SMS,Activo,2025-03-09,William Owens,Which assume space.
606,Campaña,Participant expert administration.,Email,Activo,2024-11-02,Roberta Brown,Political really production.
607,Reclamo,Small tell rather thing when system.,Llamada,Activo,2024-05-06,Ian Smith,Check follow sense only.
608,Campaña,While PM listen social national.,SMS,Activo,2024-10-04,Darrell Keith,Save TV class enough area.
609,Campaña,Black four start machine manage.,Email,Finalizado,2025-01-25,Nathaniel Coffey,Become father get hair.
610,Mantenimiento,Either pretty hold.,SMS,Finalizado,2024-04-20,Bradley Benson,Soon east form major.
611,Campaña,Work between reach strong business.,SMS,Finalizado,2024-08-02,Thomas Scott,Impact may trouble heart.
612,Reclamo,Production forget security listen while nor amount.,Email,Finalizado,2024-10-06,Jessica Erickson,Behind bar space respond.
613,Mantenimiento,President deal station.,SMS,Finalizado,2024-04-25,Linda Peters,East less life.
614,Reclamo,Card tough care unit value career.,SMS,Finalizado,2024-08-25,Allen Curtis,According series hope kid.
615,Reclamo,Education hot popular actually.,Email,Finalizado,2024-09-09,Amber Campbell,Future environmental week.
616,Reclamo,We garden security another area.,SMS,Finalizado,2024-09-19,Antonio Juarez,Cold war American provide.
617,Reclamo,Republican into present.,Llamada,Activo,2024-09-28,Kathy Robertson,Quite very century anyone.
618,Mantenimiento,Thank responsibility likely official seem not.,Llamada,Activo,2024-12-10,Todd Steele,Eat need near behind.
619,Campaña,Push above several turn idea.,Llamada,Activo,2025-01-27,Shannon Vargas,Include set system.
620,Reclamo,Billion wonder rock coach agree someone.,Email,Finalizado,2024-09-10,Jasmine Mcclain,Resource watch after sort.
621,Mantenimiento,Society within more.,Email,Finalizado,2025-04-01,Tanya Atkinson,Relationship nearly tonight.
622,Mantenimiento,Girl adult life safe.,SMS,Activo,2025-03-06,Pamela Smith,Later mouth blue dog.
623,Mantenimiento,Right natural small direction life.,SMS,Finalizado,2024-06-22,Julie Wallace,Big answer if call team.
624,Campaña,Exist team think culture success himself.,SMS,Finalizado,2024-07-11,Catherine Reed,Reflect network keep major.
625,Mantenimiento,Among PM collection.,Email,Finalizado,2024-09-01,Dakota Barron,Must vote prepare exactly.
626,Campaña,Game lot it sort fall camera.,Llamada,Activo,2024-08-25,Robin Brown,Ago defense position vote.
627,Campaña,Enter simple finally hold social.,SMS,Activo,2025-01-19,Rodney Jordan,White chance effort.
628,Reclamo,Lawyer she hear company artist free.,Llamada,Finalizado,2025-01-27,Ross Smith,Base picture develop goal.
629,Campaña,Ahead rest include despite wind.,Llamada,Finalizado,2024-08-21,Brenda Cook,Kind item share sing.
630,Campaña,West team base research.,Email,Finalizado,2024-08-28,Paula Mckinney,Cultural experience sign.
631,Campaña,Six ready management appear up.,SMS,Finalizado,2024-04-22,Katherine Boyd,Decade church pay.
632,Mantenimiento,Move age campaign.,Llamada,Activo,2024-08-02,Karina Brown,Laugh yet significant whose.
633,Campaña,Service industry realize southern.,SMS,Activo,2024-08-28,Tara Harris,Receive raise several work.
634,Campaña,Themselves head natural cultural detail capital.,Email,Activo,2024-06-15,Savannah Salas,Fear notice begin cold.
635,Campaña,More message economy send as.,SMS,Activo,2024-09-16,Cheryl Mitchell,Company million get south.
636,Mantenimiento,List program understand past happen car.,Email,Finalizado,2024-08-27,Aimee Carr,Name firm sing current few.
637,Mantenimiento,Shoulder live movie ready.,Email,Activo,2024-09-05,Debbie Carr DDS,Memory reflect process staff.
638,Reclamo,Pattern scientist social up though politics.,SMS,Finalizado,2024-11-09,Samuel Richard,Eye he traditional.
639,Campaña,Me different find small nothing.,Email,Finalizado,2025-02-25,Michael Oliver,Discuss trip enough detail.
640,Mantenimiento,Middle scientist whether.,Email,Activo,2024-11-07,Alexis Mcdaniel,Usually mention anything.
641,Reclamo,Main raise commercial far else.,SMS,Activo,2024-09-12,Marcus Porter,Year catch garden once item.
642,Mantenimiento,Recognize represent law investment rich author.,SMS,Activo,2024-04-29,Joseph Whitaker,Specific lay blue them.
643,Reclamo,Our their camera either pretty.,Email,Activo,2025-03-13,Lisa Mckay,Idea court set six office.
644,Mantenimiento,But within upon clear moment law.,SMS,Activo,2024-05-03,Brenda Yates,Gun table local mind exist.
645,Campaña,One movement out wonder stand.,Llamada,Activo,2024-12-28,Michael Williams,Voice foot value.
646,Reclamo,Citizen nearly force.,Email,Finalizado,2024-10-15,Molly Waller,Natural best western.
647,Mantenimiento,Population develop question human.,Llamada,Finalizado,2024-05-11,Aimee Smith,Activity class produce plant.
648,Campaña,Cut per without how most his high.,Llamada,Activo,2024-07-02,Kaitlyn Quinn,Open human budget civil city.
649,Campaña,Organization television your.,Llamada,Finalizado,2025-03-01,Darren Joyce,General account local him.
650,Mantenimiento,Though recent yeah.,Email,Activo,2024-12-16,Martin Sheppard,Close lead series describe.
651,Reclamo,Mean large buy common.,SMS,Finalizado,2024-09-04,Edward Garcia,Land class own learn.
652,Campaña,South hot hear.,SMS,Finalizado,2025-03-09,Elizabeth Mills,Drug which tough physical.
653,Campaña,Authority election data light.,Email,Finalizado,2024-09-05,Mario Andersen,Several under consumer.
654,Campaña,Create identify true growth.,Email,Activo,2025-01-11,Anna Martin,Likely suddenly bag cup.
655,Mantenimiento,Him condition degree standard.,Llamada,Finalizado,2024-11-28,Alan Martinez,There its network.
656,Mantenimiento,Front part break magazine together.,Llamada,Activo,2024-09-29,Brianna Gamble,Stuff scene buy it painting.
657,Reclamo,Argue other buy everybody well.,Llamada,Activo,2024-12-05,Brandon Harmon,Trade before product wide.
658,Reclamo,Apply draw population north.,Email,Finalizado,2024-11-11,Gabrielle Campos,Local consider scene social.
659,Campaña,System cover health.,Llamada,Activo,2024-11-19,Dominic Martin,Either country issue all.
660,Campaña,Sign factor several game of drive.,Llamada,Activo,2024-06-29,Taylor Myers,Audience second quality.
661,Campaña,Seem program child what common meet.,Email,Finalizado,2024-07-16,Garrett Jones,Option high memory no.
662,Reclamo,Central upon skill wish.,Llamada,Finalizado,2025-01-19,Mark Wallace,Start vote call.
663,Reclamo,Bed small name property.,SMS,Finalizado,2024-08-07,Robin Kline,Case early project who TV.
664,Mantenimiento,Cut order gun year grow computer.,SMS,Activo,2024-08-29,Michael Fletcher,Owner carry politics soon.
665,Reclamo,Population stand reason.,Email,Activo,2024-05-02,Sarah Kramer,Seven technology offer able.
666,Mantenimiento,Attorney every visit expect.,SMS,Activo,2024-07-22,Danielle Callahan,Instead thus kid cold foot.
667,Reclamo,Even both social station save.,SMS,Finalizado,2025-02-20,Amanda Fernandez MD,Energy size set size.
668,Mantenimiento,Recent loss morning bank pass.,SMS,Finalizado,2024-10-18,Michael Reyes,Record fine window prove.
669,Campaña,So popular for father family her.,Llamada,Activo,2024-10-09,Gregory Mcneil,Large apply exactly approach.
670,Reclamo,Understand hot win money full idea.,Email,Activo,2024-10-15,Thomas Garcia,By science claim seat.
671,Mantenimiento,Vote between voice sit court.,Email,Activo,2025-01-04,Shari Alvarez,Within believe indicate.
672,Reclamo,Well prepare view mouth.,SMS,Finalizado,2024-06-21,John Flores,Position spring price market.
673,Reclamo,Certain future avoid.,SMS,Activo,2025-03-08,Ryan Watkins,Minute factor every painting.
674,Reclamo,Else church board pass officer from.,SMS,Activo,2024-10-15,David Haynes,Difficult agent cause.
675,Campaña,Build region various its.,SMS,Activo,2024-06-27,April Banks,High significant by.
676,Campaña,Fish hospital high single.,Email,Activo,2024-11-25,Tammy Robinson,Head career way street.
677,Reclamo,Various bed poor view eight attorney attention.,Llamada,Activo,2024-07-28,Kelly Weaver,Road imagine everybody.
678,Mantenimiento,Boy firm research.,Email,Activo,2024-11-26,Leonard Sandoval,Once enter skill use.
679,Mantenimiento,Phone we indicate.,Email,Activo,2024-05-16,Justin Taylor,Sometimes tonight left sign.
680,Campaña,Gun science pass become.,Email,Finalizado,2024-08-03,Michelle Roberts,Past husband experience try.
681,Campaña,Recognize success population service.,SMS,Activo,2025-02-14,Kimberly Huerta,Anything something alone.
682,Reclamo,Type carry party.,Llamada,Finalizado,2024-07-24,Jessica Paul,Ever rest sound impact.
683,Mantenimiento,Natural computer various threat difference community.,SMS,Activo,2024-05-09,Amy Young,Natural present position.
684,Mantenimiento,Trouble travel Democrat.,SMS,Activo,2025-01-05,Connie Vaughn,Effort easy development.
685,Campaña,Mission issue middle center rather.,Llamada,Activo,2024-11-28,Barbara Abbott,Measure research task these.
686,Reclamo,Girl use must top.,Email,Activo,2024-09-18,Darren Hall,Somebody very north should.
687,Reclamo,Change fact argue another.,Email,Finalizado,2024-12-21,Shawn Reed,Thus recently enjoy skin.
688,Reclamo,Without well start bed choose move.,Llamada,Finalizado,2025-04-02,Barbara Nguyen,Start popular ready light.
689,Reclamo,Consumer similar dark.,SMS,Activo,2025-01-06,William Peck,Public much blood.
690,Campaña,Institution whole young popular.,SMS,Activo,2024-11-27,Whitney Schneider,Just take eye more.
691,Reclamo,Four wait heart generation.,Llamada,Activo,2025-03-13,Edward Hancock,Out among ago send read.
692,Mantenimiento,Law front moment.,Email,Finalizado,2025-03-14,David Russell,After key because.
693,Mantenimiento,Career than hand level type nice.,Llamada,Activo,2024-11-23,Cory James,Opportunity week speech let.
694,Campaña,Above service tax customer difference.,SMS,Activo,2025-02-08,Eric Mccall,Without close skill.
695,Reclamo,Task maintain how material tell then.,Email,Finalizado,2024-05-17,Krystal King,Production we human customer.
696,Mantenimiento,Group must time million ready.,Email,Activo,2024-12-02,Mary Schaefer,Human across seat.
697,Mantenimiento,Attorney similar toward drop structure.,Email,Activo,2024-09-13,Michael Reynolds,Line cell create reveal.
698,Reclamo,Above performance shoulder dark grow.,SMS,Finalizado,2024-11-28,Kathleen Collins,Look choose art.
699,Campaña,There sister somebody.,Email,Finalizado,2024-05-25,Matthew King,For suggest like.
700,Reclamo,Cell situation religious eat unit.,Llamada,Finalizado,2025-02-17,Jennifer Johnson,Oil certainly campaign among.
701,Campaña,Direction house improve case item gas.,Llamada,Finalizado,2024-05-08,Frederick Dodson,Two another person almost.
702,Mantenimiento,Health Democrat lay city.,SMS,Activo,2024-08-05,Jeremy Dudley,Painting read similar though.
703,Campaña,Than somebody financial individual according purpose.,SMS,Activo,2024-04-19,Sarah Kim,Upon loss growth page it.
704,Reclamo,Report specific member red agreement strong.,Llamada,Finalizado,2024-07-15,Caitlyn Reeves,Heavy laugh ability.
705,Campaña,Lose run reality until item throw.,Llamada,Activo,2024-11-06,Shannon Rodriguez,There nothing one.
706,Mantenimiento,Chance billion should gas.,Email,Finalizado,2024-11-07,Tonya Ramos,Gun quickly successful.
707,Campaña,Religious down rest.,Llamada,Activo,2024-10-21,Daniel Mcgrath,Material who party account.
708,Mantenimiento,Now pull must family.,Llamada,Finalizado,2024-05-27,Lucas Patel,Response stop action hundred.
709,Reclamo,Court seat blood.,Email,Finalizado,2025-02-10,Jessica Mills,Career material eat true.
710,Campaña,Challenge thank case.,Email,Finalizado,2024-12-02,Jeffery Simpson,Make former course early.
711,Mantenimiento,Month lot bill perhaps production financial.,SMS,Activo,2025-02-14,Toni Perez,Entire trial nor court.
712,Mantenimiento,Early performance happy relationship.,Llamada,Finalizado,2025-01-17,Eric Gardner,Food common story reveal.
713,Campaña,Mother long seem out begin.,SMS,Activo,2025-01-09,Amanda Alvarez,Talk through high same area.
714,Campaña,Rise answer bring need.,SMS,Activo,2024-12-13,William Sullivan,System religious mean.
715,Campaña,Travel organization window generation sometimes.,SMS,Activo,2024-09-07,Steven Jenkins,Direction chance thing.
716,Campaña,Majority bad be over stand understand.,SMS,Activo,2025-02-23,Jeremy Christensen,Long wish relationship eat.
717,Reclamo,Safe operation ability understand listen.,Email,Activo,2024-08-29,Heather Thomas,Happen unit office building.
718,Campaña,Pass night born evening series right.,SMS,Finalizado,2025-03-12,Rebecca Santos,Mother our use hand result.
719,Campaña,Cover number pretty kid always.,SMS,Finalizado,2024-05-17,Jeremy Parsons,Capital society crime.
720,Campaña,Official down because large wear every.,Email,Activo,2024-11-14,Amber Lewis,Pick yourself kid.
721,Reclamo,Police military offer exist threat.,SMS,Activo,2025-02-07,William Smith,That indicate yes tree by.
722,Mantenimiento,Necessary teacher degree pick field somebody.,Llamada,Finalizado,2025-01-14,Katie Roy,Easy of religious way.
723,Campaña,Decision way also game head she.,Email,Finalizado,2024-11-26,Jose Rodriguez,Attention require themselves.
724,Mantenimiento,Evidence only wide manager audience.,SMS,Finalizado,2024-12-23,Ronald Reed,Whether country write hot.
725,Campaña,War both edge whatever according.,Llamada,Finalizado,2024-06-09,Brandon Gray,Expert material class.
726,Campaña,Significant material example protect receive stuff.,SMS,Activo,2024-12-15,Willie Cruz,Beyond experience get think.
727,Mantenimiento,Voice least suggest.,SMS,Activo,2024-10-14,Paul Thomas,Foot see matter interest son.
728,Campaña,Claim send seven every.,Email,Finalizado,2025-01-04,Ariel Winters,Around score sometimes way.
729,Mantenimiento,Film show forward outside show care.,SMS,Finalizado,2025-02-28,Henry Fields,Itself reveal adult.
730,Campaña,Marriage five her red rather.,SMS,Activo,2024-06-06,Michele Johnson,Wear hospital into or.
731,Mantenimiento,Push season military.,SMS,Activo,2024-09-24,Anthony Hoffman,Admit benefit game.
732,Reclamo,Myself under story us during high.,SMS,Activo,2024-12-07,Monica Walker,Sometimes house image choose.
733,Campaña,Phone special until.,Email,Activo,2024-09-14,Paula Watkins,Miss how enjoy bit.
734,Campaña,Really data too mission.,Email,Activo,2024-09-27,Stephanie Adams,Or detail blue as less.
735,Campaña,Unit leg them threat treat first.,SMS,Finalizado,2024-09-15,James Jefferson,Wish cost real case me nor.
736,Campaña,Style it son very eat tell recently.,Email,Activo,2024-10-04,Michaela Molina,Often I later sometimes.
737,Reclamo,Area specific over word force fine.,Llamada,Activo,2025-04-10,Rhonda Woods,Easy travel own grow defense.
738,Reclamo,Wide once hold assume campaign then.,Llamada,Finalizado,2024-04-25,Michael Gill,North degree it song fight.
739,Campaña,Couple need world actually.,Llamada,Activo,2024-11-05,Maria Martinez,Majority sit goal race.
740,Campaña,Tree source focus sound charge.,Llamada,Finalizado,2024-09-07,Laura Robles,Hold father subject.
741,Mantenimiento,Range could more decide always.,SMS,Finalizado,2025-01-12,Tammy Jones,Amount all which really term.
742,Reclamo,See born throw before since television.,Email,Finalizado,2025-03-27,Jason Johnson,See success item race.
743,Campaña,Night professional wrong this.,SMS,Activo,2025-02-07,Shawn Gallegos,Information so first.
744,Mantenimiento,Month Mrs for involve.,Llamada,Finalizado,2024-12-06,Anthony Johnson,During this seat myself.
745,Mantenimiento,Article form buy scene.,Llamada,Activo,2025-01-11,Michelle Williams,Sell into alone.
746,Reclamo,Range factor itself address safe whole.,Email,Finalizado,2024-09-13,Angie Wells,Us hotel consumer green sea.
747,Campaña,Wife stuff exist area term him.,SMS,Finalizado,2024-07-03,Caitlin Mullins,Factor operation action put.
748,Reclamo,Most forward say establish forget.,SMS,Finalizado,2024-10-20,Valerie Cox,Law risk let open.
749,Campaña,Western share site.,Llamada,Activo,2024-10-02,Christopher Green,Gas at food do try nature.
750,Campaña,Prepare air go might establish.,Email,Finalizado,2024-04-25,Paula Reyes,Where half look actually.
751,Campaña,Particularly by travel.,Email,Activo,2024-05-27,Patrick Collins,Know worker of audience.
752,Mantenimiento,Rich follow idea onto.,Llamada,Activo,2024-05-10,Melissa Fleming,Every dream travel some if.
753,Reclamo,Safe mean mission clearly expect well.,Llamada,Activo,2025-02-09,Derrick Rogers,Note begin society.
754,Campaña,Over trip effect ready physical.,SMS,Activo,2024-08-22,Janet Jones,Training like social degree.
755,Mantenimiento,Laugh ten news cultural.,SMS,Activo,2024-09-04,Anthony Smith,Financial process deal end.
756,Campaña,Agree or crime.,SMS,Finalizado,2025-01-22,Joshua Bright,Skill each watch.
757,Mantenimiento,Indicate meet rate onto opportunity face.,Email,Finalizado,2024-08-29,Brandon Garcia,Light white tax short.
758,Mantenimiento,Old decide old.,SMS,Activo,2025-02-14,Brandon Warner,Mouth magazine citizen state.
759,Reclamo,New high poor last.,Llamada,Activo,2024-05-30,Spencer Miller,Machine whether her fight.
760,Campaña,Half open also learn human.,Email,Activo,2024-10-09,Gina Jones,Down if coach art.
761,Mantenimiento,Huge travel family break total.,Llamada,Activo,2024-07-01,Brenda Curtis,Word officer center.
762,Campaña,Lawyer conference coach identify score exist.,SMS,Finalizado,2024-12-08,Benjamin Myers,Second why once board.
763,Reclamo,Century deep bar these establish senior.,SMS,Finalizado,2024-05-10,Karen Woodard,Carry set state.
764,Campaña,Miss administration cost.,SMS,Finalizado,2024-09-15,Cheryl Powers,Build drive ready well.
765,Mantenimiento,From cell son issue onto such.,Email,Finalizado,2024-10-06,Miranda White,Ask boy be all card.
766,Reclamo,Compare letter wife make control.,Email,Finalizado,2024-10-26,Nicole Williams,Teacher own space unit.
767,Reclamo,Agree word total plant recently quality.,Email,Activo,2024-11-05,Peter Pearson,Where face three book.
768,Mantenimiento,Week manager enjoy type apply.,Llamada,Activo,2024-09-20,Christine Floyd,Under little Republican bed.
769,Reclamo,Degree music investment election hear care.,Llamada,Finalizado,2025-02-13,Kristy Myers,Actually rather ask.
770,Mantenimiento,By strong candidate.,SMS,Finalizado,2024-08-29,Stephanie Morgan,To standard test successful.
771,Mantenimiento,Notice local perform benefit.,SMS,Activo,2024-11-17,Troy Bell,Gun us their figure.
772,Campaña,Democratic then among easy center development.,SMS,Activo,2024-11-15,Stephanie Ramirez,Beautiful policy trouble.
773,Mantenimiento,High level article ball test candidate instead.,Llamada,Finalizado,2024-09-09,Brett Coleman,Drop series reality kind.
774,Campaña,Recent speech result.,Email,Activo,2024-05-04,Brian Roth,Father stage third.
775,Reclamo,Paper could business hand.,SMS,Finalizado,2025-02-09,Jim Clark,Piece population street.
776,Mantenimiento,Benefit high write reality physical amount.,Email,Finalizado,2025-02-27,Andrew Morse,People high town list.
777,Campaña,Teach beautiful manager peace.,SMS,Activo,2024-04-15,Bryan Haynes,Other test play day.
778,Reclamo,Interest provide commercial class feel win.,Llamada,Finalizado,2024-11-03,Margaret Cantu,For PM crime break.
779,Reclamo,Name fall well present treatment claim.,SMS,Finalizado,2024-04-21,David Powers,Less so behavior feel day.
780,Mantenimiento,Exist animal when scene.,Llamada,Activo,2024-07-01,Sherry Jones,Break cost property.
781,Mantenimiento,Back analysis west.,Email,Activo,2025-04-10,David Montgomery,Mission where doctor.
782,Reclamo,System cultural trial.,Llamada,Activo,2024-07-24,Margaret Stout,Long small way story talk.
783,Mantenimiento,Necessary rule stay.,Llamada,Finalizado,2024-10-17,Nicole Nguyen,Indicate the kind bar eat.
784,Mantenimiento,Skill treat yeah.,SMS,Activo,2024-08-17,Jeffrey Briggs,Indicate of argue field.
785,Campaña,Worry get first single agreement network.,Email,Finalizado,2025-03-28,Billy Tate,Short relationship floor.
786,Reclamo,Create mind those.,SMS,Finalizado,2024-12-01,Eric Hernandez,Add dog base bed.
787,Reclamo,Number administration collection recent example.,Llamada,Activo,2024-08-18,Mitchell Pierce,Certainly pass your.
788,Reclamo,Food technology method bring art performance.,SMS,Activo,2025-01-21,Jeffrey Tapia,Whose management street.
789,Mantenimiento,Culture spring project.,Llamada,Activo,2024-11-19,Janet Brown,Within see memory issue.
790,Reclamo,Simply professional difference.,Email,Activo,2024-11-21,David Mccormick,Western away voice political.
791,Mantenimiento,Research who take office.,Email,Activo,2024-06-02,Barry Williams,Where we trade player.
792,Reclamo,School fight worry drug other.,SMS,Finalizado,2024-05-06,Lori Lyons,Million green force child.
793,Mantenimiento,Possible once plant painting.,Llamada,Activo,2024-05-30,Danielle Kline,Within police ask own.
794,Reclamo,Five Republican opportunity evidence letter.,SMS,Activo,2024-09-27,Rachel Burton,Test into bed so.
795,Mantenimiento,Which late list responsibility thus want.,SMS,Finalizado,2024-08-07,Michael Young,Doctor ago time where.
796,Mantenimiento,Product of himself themselves.,SMS,Activo,2024-11-25,Katherine Butler,List education next.
797,Campaña,Forward maybe between building program.,SMS,Finalizado,2024-04-20,Derrick Chen,Beyond new book ten.
798,Mantenimiento,Organization always area beyond.,Llamada,Activo,2024-07-31,Anne Medina,Feeling body other instead.
799,Mantenimiento,Doctor mind station.,Email,Activo,2024-12-12,Robert Erickson,Leg than area near.
800,Reclamo,Drop hope Mrs story short.,SMS,Activo,2024-12-25,Tracey Hood,If modern occur source both.
